Rol,Testscenario,Verwacht resultaat
Werkgever,Dashboard counts inclusief unverified applications.,Tellen **niet**; alleen `EmailVerifiedAt != null`.
Admin,Unsubscribe-log zoeken: free-text ReasonOther.,Niet gelogd; wel reden-code.
Kandidaat,Na withdraw: werkgever probeert oude CV-link.,404/403; bytes gewist.
Alle rollen,Feedback screenshot GET als non-admin.,403; niet in list-API.
Gast,Feedback POST zonder consent/analytics verwarring.,Feedback mag; analytics alleen na cookie-accept.
Salesmanager / Ambassadeur,Payout UI toont IBAN NL00BANK0123456789 voluit.,Fail — moet `NL00****6789`-stijl mask zijn.
Admin,Company VAT IBAN field prefill.,Server-side validatie: API vangt de onjuiste velden (zoals malafide e-mailadressen of ongeldige IBAN-structuren) op en retourneert een nette validatiefout.
Alle rollen,Lobsy-assistent stuurt naar `/gebruiksvoorwaarden`.,Legal page; sessie blijft.
Filiaalmanager,PublishOptionsDialog PushBom vink + daarna tokens tekort → top-up → return.,Betaalflow: Systeem opent de TokenTopUpDialog (Mollie-integratie); na een succesvolle betaling wordt de uitgestelde actie automatisch uitgevoerd.
Bedrijfsmanager,"Twee tabbladen: allocate in A, kopen in B, beide submit.",Geen negatief; optimistic concurrency/fout.
Kandidaat,Twee tabbladen dubbel OTP bevestigen.,Eén sollicitatie; tweede idempotent/fout al aangevraagd.
Gast,Registratie dubbel submit (double-click).,Eén registratie; busy disabled button.
Alle rollen,Taal wisselen midden in een open dialog (publish/feedback/login).,Dialog blijft zinvol vertaald of sluit netjes; geen lost submit.
Kandidaat,Profiel opslaan tijdens How-to primary click parallel.,Geen corrupte profile; errors zichtbaar.
Admin,Save settings + direct tegengestelde waarde in tweede tab.,"Graceful failure: Het proces breekt gecontroleerd af, voorkomt corrupte half-geüpdatete statussen, en logt de fout voor technische analyse."
Filiaalmanager,Vacature deactiveren die open applications heeft.,Applications blijven historisch; kaart weg; PII-regels ongewijzigd.
Bedrijfsmanager,Match + close vacancy terwijl tweede manager Invite klikt.,Eén winner; andere fout/stale.
Regiomanager,Flyer downloaden voor vestiging buiten regio.,Autorisatie-weigering: Systeem blokkeert de actie op basis van de server-side scope; de manager kan alleen ingrijpen binnen de eigen geautoriseerde vestigingen.
Intermediair,PushBom op client-vacature.,Bereik t.o.v. vacaturelocatie; spend van intermediair-saldo.
Admin,WML-update stub tijdens open vacatures met WML-tabel.,"Graceful failure: Het proces breekt gecontroleerd af, voorkomt corrupte half-geüpdatete statussen, en logt de fout voor technische analyse."
Gast,Teaser WhatsApp + Register + Login + Meer over Lobsy + kaart-CTA (alle knoppen).,Elke CTA juiste bestemming; UTM blijft in eerste hop waar relevant.
Gast,Partnerpagina tweede register-link onderaan.,Zelfde `/register` (+ ref indien code).
Kandidaat,Liked subnav exact **Geliked** en **Gedeeld** aanklikken (heen en weer).,Active tab; data wisselt.
Bedrijfsmanager,Organization subnav alle 7 modules heen-en-weer.,Geen stale form submit over modules.
Admin,Finance sublinks alle 6 doelen.,Landen op finance/tokens/token-finance/sales/SM/AM.
Salesmanager,Bottom-nav 6 items inclusief How-to twee keer rondklikken.,Geen lost state; onboarding-gate blijft tot afgerond.
Ambassadeur,Bottom-nav 5 items rondklikken.,Zelfde.
Filiaalmanager,Bottom-nav 8 items (incl. takeovers als inbox vol) rondklikken.,Takeovers verdwijnt na legen inbox na refresh.
Kandidaat,Bottom-nav 5 items rondklikken.,How-to candidate-path niet employer-path.
Admin,Bottom-nav 6 items + daarna settings-subnav volledige ronde.,Geen mixed-in employer-nav.
Alle rollen,Open `/wie-zijn-wij` na Admin About-save met XSS-poging in body.,Script niet uitgevoerd (sanitized).
Gast,Company public page List + Map + back-to-map + logo.,Alle drie de controls.
Gast,"Vacaturedetail alle zichtbare knoppen in volgorde: terug, like, share, bedrijf, vervoer, route, street view, video, apply.",Elke control reageert zoals gast-sectie.
Kandidaat,Zelfde detail-knoppen plus mock interview plus apply-stappen plus direct contact.,Volledige happy path + één abort per stap (sluiten/annuleren).
Kandidaat,"Apply-stap Profiel-checklist CTA, daarna terug met returnUrl.",Landt terug op vacature apply-flow.
Filiaalmanager,"RowActionsMenu openen en **elk** item voor Draft, Active, PendingApproval, Archived (voor zover zichtbaar).",Geen Approve; overige acties per status.
Bedrijfsmanager,RowActionsMenu inclusief Approve op PendingApproval.,Approve zichtbaar en werkend.
Regiomanager,RowActionsMenu.,Validatie-blokkade: Server-side rollencontrole weigert de wijziging en retourneert een melding dat de wijzigingsbevoegdheid ontbreekt voor die specifieke vestiging.
Admin,Admin-vacancies menu View/Extend/Deactivate + employer-vacancies Approve indien gebruikt.,Afkeuring & Blokkade: Admin kan de publicatie blokkeren en een verplichte tekstaanpassing of moderatie-notitie opleggen; de vacature blijft op Draft of Pending staan.
Kandidaat,Unsubscribe reden-dropdown elke waarde + ‘Anders’ textarea.,Anders vereist tekst of mag leeg volgens validatie; code-send werkt.
Kandidaat,"Profiel ervaring/opleiding/certificaat/recensie: Add, Save, Edit, Delete (elk één keer).",CRUD compleet.
Bedrijfsmanager,"Users: open edit, wijzig niets, sluit/annuleer.",Geen write.
Bedrijfsmanager,"Regions: open create, Cancel.",Geen regio extra.
Admin,"CNAME Add, Cancel; Category Add, Cancel; Pack + Pakket, Cancel/Delete nieuw.","Graceful failure: Het proces breekt gecontroleerd af, voorkomt corrupte half-geüpdatete statussen, en logt de fout voor technische analyse."
Admin,GrantTokensDialog openen vanaf Companies én vanaf `/admin/tokens`.,Zelfde validatie/gedrag.
Admin,"Integration tile **elke** integratie (KVK, Mollie, Mail, OpenAI, Entra, Google, Cursor webhook, …) Save+Test+Clear.",Ping per stuk; fail-closed zonder key.
Filiaalmanager / Bedrijfsmanager,`/tokens/checkout-return` link **Terug naar tokens** na fout.,`/employer/tokens` (BM-wallet mag alias zijn; BM primair `/branch/tokens` — volg zichtbare href).
Kandidaat,Notification action-url naar withdraw-others / set-unavailable.,Bevestigingspagina’s met Ja/Nee.
Alle ingelogde rollen,Notificatie zonder DeepLink (alleen tekst).,Mark read; geen navigatiefout.
Gast,Login Microsoft/Google enabled: start OIDC en sluit popup/back.,Geen orphan cookie-login; kan lokaal wachtwoord proberen.
Gast,Register wizard **Terug** op elke stap 2–4.,Vorige stap; ingevulde KVK blijft.
Gast,Register: telefoon ongeldig / e-mail ongeldig.,Validatie.
Gast,Register: voorwaarden-links in contactstap.,Legal pages; wizard-state behouden.
Kandidaat,Open `/register` al ingelogd.,Wizard mag; of redirect home — geen tweede employer-account per ongeluk zonder bewuste flow.
Filiaalmanager,Open `/login` al ingelogd.,Naar home of login-modal dismiss naar kaart volgens huidige auth-middleware.
Alle rollen,Deep-link `/home/metrics/` zonder key / XSS in `label` query.,Geen HTML-injectie; veilige titel.
Bedrijfsmanager,CSV celebrate dialog: sluiten vs **Vacatures**.,Beide naar veilige staat; drafts zichtbaar in lijst.
Admin,Mail-test Send all met onbereikbare SMTP.,Alle templates error; UI blijft.
Admin,Feedback prompt Start terwijl Cursor-webhook secret ontbreekt (niet-Dev).,"Omgevingsbeveiliging: Endpoints worden afgeschermd op basis van de omgevingsvlag (Development), resulterend in een HTTP 404 of 403 voor niet-geautoriseerde contexten."
Gast,Crawl/public map: UI toont geen interne IDs-leak in zichtbare copy; view-source vacaturelijst geen e-mail.,Geen PII in publieke markup.
Kandidaat,Lobsy-CV preview bevat geen werkgever-only interne notities.,Alleen eigen profielvelden + motivatie.
Werkgever,Na Accept: beide downloads; na Withdraw dezelfde IDs.,Tweede keer 403/leeg.
Admin,Early-adapter user + grant-job (indien hosted service).,Maandelijkse grant volgens settings of zichtbaar in tokenlog.
Admin,Data-retention: geen actie in UI maar controleer dat logging-pagina oude gepurgéde events niet toont na retentie.,Geen oneindige PII in logs.
Filiaalmanager,HighlightVacancyCarousel op publieke kaart toont eigen highlight na aankoop.,Carousel bevat vacature; gast ziet hem ook.
Kandidaat,OpenForWork uit + werkgever PushBom.,Niet in PushBom-bereik.
Kandidaat,"OpenForWork aan, buiten radius/reistijd.",Niet in bereik; binnen wel.
Intermediair,Publieke kaart: uitzendvacature pin + ‘Aangeboden door’.,Geen verborgen opdrachtgever als hide-flag aan.
Gast,65+ filter toont flagged reguliere vacatures + 65+ categorie; low-match demo-vacature niet.,Filterstrictheid volgens discover-API.
Kandidaat,Match-breakdown modal sluiten met overlay/Escape/knop.,Focus terug; solliciteren nog mogelijk.
Filiaalmanager,Create-vacancy rich-text **Link** met `javascript:` URL.,Gesaneerd of geblokkeerd.
Admin,About-page link-tool `javascript:` / img onerror.,Sanitized op `/wie-zijn-wij`.
Alle rollen,"Language Arabic: bottom-nav, dialogs, map controls nog klikbaar.",RTL layout zonder overlapping die knoppen onbereikbaar maakt.
Gast,`/banen` bookmark na login.,Gedrag: `/` → `/home` post-login regel.
Kandidaat,Vacature met video ontbreekt vs aanwezig.,Knop alleen indien URL.
Kandidaat,Vacature zonder Street View/route mogelijk (geen coördinaten).,Foutmelding i.p.v. dode knop-crash.
Bedrijfsmanager,Invite BM op vestiging + login als die user (mail-link stub).,Role BranchManager scoped; ziet niet hele org-users.
Bedrijfsmanager,Invite RM + login.,Ziet regio-vestigingen; geen publish.
Admin,Invite SM tier-0 + login + onboarding.,CanRecruit true; referrals-form zichtbaar.
Admin,Approve SM-referral + login als tier-1.,Referrals-form **niet**; tracking wel.
Admin,Invite ambassadeur + onboarding + toolkit flyers.,AM-code; beide flyers.
Gast,Claim occupied establishment + eigenaar (BM) takeover **afwijzen**.,Claimant krijgt geen toegang; vestiging blijft eigenaar.
Gast,Claim + eigenaar **goedkeuren**.,Org-merge volgens takeover-rules; e-mailverificatie vereist vóór approve.
Filiaalmanager,Takeovers-pagina zonder items via directe URL.,Empty-state; nav-item hidden.
Kandidaat,Hoe-werkt primary klik zonder netwerk.,Melding; navigatie naar kaart mag als in code catch.
Alle ingelogde rollen,Feedback type wisselen Bug→Error→Feature vóór submit.,Juiste type opgeslagen in admin-lijst.
Admin,Feedback filters combinatie type+status geen hits.,Empty.
Admin,Logging from > to datum.,Leeg of validatie; geen 500.
Admin,CNAME address autocomplete kies suggestie vs Wis.,Veld gevuld / leeg.
Admin,Vacancy category PushBom tokens leeg laten.,Range-price uit PushBom-tiers.
Admin,Vacancy category Always free + toch publish tokens > 0.,Free wint of cost volgens implementatie — vastleggen wat UI/API doet.
Filiaalmanager,Publish incomplete draft (IsIncompleteDraft).,Geen Publiceren-knop.
Filiaalmanager,Dupliceren incomplete draft.,Blokkade: De dupliceer-optie is verborgen of uitgeschakeld zolang de bron-draft niet volledig is ingevuld.
Kandidaat,Applications Intrekken op reeds Withdrawn.,Knop weg / fout.
Kandidaat,Applications read-only als werkgever met claim (niet kandidaat-primary).,Lead read-only; geen Intrekken — dit met een dual-role user.
Regiomanager,Tokenchip vs ontbrekende ‘Mijn tokens’ in bottom-nav.,Chip gaat naar `/employer/tokens`; nav heeft geen Tokens-item (by design).
Salesmanager,How-to partnerlink zonder trackingcode.,Code-negering / Fallback: De ongeldige salescode wordt genegeerd; de landingspagina valt terug op de generieke weergave zonder foute tracking of data-koppeling.
Ambassadeur,How-to wervenlink zonder code.,`/ambassadeur/toolkit`.
Gast,Open `/westland` in TeaserLayout: header Registreren + Inloggen + brand `/westland`.,Geen MainLayout-bottom-nav.
Gast,"Na van teaser naar `/` : MainLayout chrome (footer, feedback, assistant, cookies).",Terug standaard chrome.
Kandidaat,Metric tile dubbelklik/spam.,Eén drilldown-load; disabled tijdens loading.
Bedrijfsmanager,Allocate spam-click.,Busy/disabled; één allocation.
Admin,Grant spam-click.,"Graceful failure: Het proces breekt gecontroleerd af, voorkomt corrupte half-geüpdatete statussen, en logt de fout voor technische analyse."
Kandidaat,Apply submit spam-click tijdens OTP verify.,Eén application.
Gast,Register search spam-click.,Eén lookup; busy state.
